Player,Team,Pos,G,PTS,AST,TRB,STL,BLK,MVP_Score_Basic,MVP_Score_Advanced,MVP_Score_Position,MVP_Score_Team_Impact,MVP_Score_Composite
Daniel Gafford,WAS,C,45.0,490.0,69.0,361.0,44.0,97.0,296.09999999999997,44.41621781898171,282.2,297.8641176470588,42.34508459039704
Onyeka Okongwu,ATL,C,55.0,561.0,74.0,376.0,26.0,60.0,323.00000000000006,42.35809219849262,295.55,319.3192857142858,42.333024487472485
Eric Gordon,PHO,SG,68.0,749.0,139.0,122.0,66.0,30.0,361.40000000000003,37.601823904576634,355.8,366.10125000000005,42.23612544995587
Walker Kessler,UTA,C,64.0,518.0,60.0,481.0,30.0,154.0,333.8,39.77583977893328,343.85,336.184375,42.202067375753025
Paul Reed,PHI,C,82.0,600.0,109.0,488.0,67.0,84.0,374.5,36.46467467288989,356.05,386.0521052631579,42.17177391932383
Kevin Huerter,SAC,SG,64.0,655.0,166.0,224.0,45.0,23.0,346.8,39.38456380522261,328.9,347.596,42.17166151996569
Terance Mann,LAC,SG,75.0,658.0,119.0,254.0,43.0,15.0,343.6,39.83830516080778,322.5,342.55857142857144,42.17145542427286
Amen Thompson,HOU,SF,62.0,592.0,163.0,409.0,78.0,38.0,362.80000000000007,37.870637617297945,337.1,363.7492857142858,42.045052432302455
Georges Niang,CLE,PF,82.0,768.0,98.0,278.0,30.0,18.0,387.2000000000001,36.15995002920951,334.19999999999993,388.3115384615386,41.92073230803167
Jalen Smith,IND,C,61.0,601.0,63.0,337.0,17.0,38.0,325.9,41.79048588206064,284.85,321.1885714285714,41.88818015544265
Wendell Carter Jr.,ORL,C,55.0,603.0,95.0,381.0,35.0,28.0,342.70000000000005,39.67198263208634,302.35,345.04200000000003,41.70624152714188
Dereck Lively II,DAL,C,55.0,483.0,60.0,378.0,36.0,77.0,292.1,43.689267422893316,280.09999999999997,293.3416666666667,41.70293784835782
Trayce Jackson-Davis,GSW,PF,68.0,540.0,82.0,341.0,29.0,76.0,311.1,42.12652077401921,290.9,309.72562500000004,41.67276938964892
Santi Aldama,MEM,PF,61.0,654.0,138.0,352.0,43.0,54.0,369.3,36.54174236280097,334.90000000000003,382.04058823529414,41.63296915524863
Nickeil Alexander-Walker,MIN,SG,82.0,655.0,204.0,167.0,64.0,42.0,346.79999999999995,38.15342846889922,336.5,348.68999999999994,41.58968243942089
Jaden McDaniels,MIN,SF,72.0,757.0,101.0,224.0,63.0,42.0,378.3,35.64889696805096,343.59999999999997,383.34000000000003,41.49876154879502
Andrew Nembhard,IND,PG,68.0,626.0,280.0,141.0,63.0,6.0,341.5,38.88728847605192,320.8,338.3485714285714,41.45303926215603
Simone Fontecchio,2TM,SF,66.0,692.0,101.0,246.0,44.0,23.0,352.9,37.807369256431485,320.5,362.637,41.435335880078455
Isaac Okoro,CLE,SF,69.0,647.0,132.0,206.0,57.0,34.0,335.49999999999994,39.227310637640386,306.0,331.4415384615384,41.12985343403806
Jabari Walker,POR,SF,72.0,638.0,71.0,508.0,42.0,22.0,377.40000000000003,34.26774413483044,347.59999999999997,388.32352941176475,40.794096680945245
LaMelo Ball,CHO,PG,22.0,526.0,176.0,113.0,40.0,4.0,272.6,43.83866561092007,243.9,275.93833333333333,40.37596274754943
Taurean Prince,LAL,PF,78.0,697.0,119.0,230.0,58.0,35.0,357.90000000000003,36.38319470556313,307.0,357.33857142857147,40.3672712534105
Isaiah Joe,OKC,SG,78.0,636.0,99.0,180.0,46.0,22.0,317.0,39.15147965499624,303.59999999999997,312.39642857142854,40.30445082477102
Buddy Hield,IND,SF,52.0,623.0,139.0,167.0,43.0,31.0,317.8,39.361606623692715,288.8,312.27857142857147,40.16989803824606
Vince Williams Jr.,MEM,SG,52.0,521.0,175.0,290.0,47.0,34.0,309.49999999999994,39.24282752123858,285.19999999999993,316.26058823529405,39.886271163235506
Precious Achiuwa,2TM,PF,74.0,565.0,97.0,487.0,46.0,68.0,354.20000000000005,34.03340216808612,344.95,364.06700000000006,39.676406291565954
Kyle Anderson,MIN,PF,79.0,506.0,331.0,273.0,71.0,47.0,335.00000000000006,36.97006329738722,297.5,335.71000000000004,39.66123192812584
Caleb Martin,MIA,SF,64.0,640.0,143.0,281.0,47.0,29.0,348.4,35.27550769494601,318.75,352.01,39.61032802586198
Kelly Olynyk,UTA,C,50.0,406.0,219.0,254.0,37.0,12.0,261.9,44.24836735059146,217.15,257.09437499999996,39.577922163874895
Kyle Lowry,2TM,PG,60.0,487.0,253.0,194.0,59.0,21.0,292.2,40.25384288145207,274.7,295.86699999999996,39.5721397992793
Marvin Bagley III,2TM,C,50.0,583.0,55.0,312.0,20.0,33.0,311.90000000000003,38.992927671327465,269.7,317.53700000000003,39.521280073282924
Derrick Jones Jr.,DAL,SF,76.0,657.0,75.0,250.0,53.0,51.0,338.20000000000005,35.94296136581812,308.0,344.05166666666673,39.442302977802235
Christian Braun,DEN,SG,82.0,600.0,132.0,306.0,42.0,35.0,335.29999999999995,36.19526361023339,308.9,337.12437499999993,39.43775864749886
Cason Wallace,OKC,SG,82.0,561.0,120.0,187.0,76.0,37.0,297.1,39.175220738690875,286.0,290.5064285714286,39.17619692996993
Sam Merrill,CLE,SG,61.0,485.0,108.0,120.0,19.0,4.0,241.9,44.37119272689621,231.8,228.48153846153846,39.01525243336367
GG Jackson II,MEM,PF,48.0,699.0,59.0,196.0,28.0,24.0,335.8,35.84105865419008,283.75,345.1905882352941,38.88201118474017
Kevin Love,MIA,PF,55.0,485.0,115.0,338.0,18.0,10.0,287.40000000000003,39.40929926794365,267.45,284.91,38.64736178444127
Cameron Payne,2TM,PG,78.0,578.0,205.0,117.0,42.0,11.0,300.90000000000003,38.04468446977078,272.40000000000003,305.437,38.552920773827246
Alec Burks,2TM,SG,66.0,689.0,88.0,150.0,28.0,12.0,327.20000000000005,34.90428254128425,315.00000000000006,334.367,38.53624929956359
Ausar Thompson,DET,SF,63.0,556.0,120.0,402.0,68.0,59.0,339.5,33.9765375802436,315.09999999999997,347.79,38.47903857797447
Marcus Sasser,DET,PG,71.0,586.0,236.0,125.0,44.0,12.0,312.2,36.41499782026821,288.29999999999995,317.76,38.33002764241547
Dorian Finney-Smith,BRK,PF,68.0,580.0,107.0,317.0,56.0,38.0,326.20000000000005,35.310562800905316,296.45,325.2564285714286,38.27207544427529
P.J. Washington,CHO,PF,44.0,600.0,97.0,232.0,38.0,32.0,312.79999999999995,36.68791009792234,272.75,320.1583333333333,38.251472142816546
Aaron Wiggins,OKC,SG,78.0,542.0,86.0,186.0,56.0,19.0,278.7,39.48957313353024,265.7,270.26642857142855,38.23318401416185
Miles McBride,NYK,PG,68.0,562.0,114.0,100.0,50.0,7.0,273.3,40.56135131471943,229.89999999999998,270.178125,38.0704299618767
Terry Rozier,MIA,PG,31.0,509.0,144.0,130.0,31.0,9.0,262.40000000000003,41.27876039019768,227.29999999999998,257.41,37.99781166556475
Luke Kornet,BOS,C,63.0,334.0,67.0,261.0,23.0,61.0,207.6,45.99731527659735,197.95000000000002,191.31071428571428,37.96722689243494
Malaki Branham,SAS,PG,75.0,690.0,156.0,148.0,27.0,8.0,340.3,33.87959796908719,287.7,339.3907142857143,37.799608612720064
Daniel Gafford,DAL,PF,29.0,324.0,46.0,201.0,21.0,56.0,186.7,47.585269196013456,174.9,177.40166666666664,37.77180775525384
Dario Šarić,GSW,C,64.0,515.0,144.0,283.0,31.0,10.0,295.50000000000006,37.99016600477709,246.25,292.56562500000007,37.704697050818766
Isaiah Stewart,DET,PF,46.0,503.0,73.0,305.0,17.0,38.0,282.3,37.83197918475051,260.75,284.87,37.4458025724899
Zach LaVine,CHI,SG,25.0,487.0,98.0,129.0,21.0,8.0,243.10000000000002,41.54138843777598,232.3,232.94285714285718,37.41591551603188
Bojan Bogdanović,DET,PF,28.0,565.0,71.0,94.0,23.0,4.0,261.7,40.68770900853332,211.25,262.21,37.39325562528941
Dante Exum,DAL,PG,55.0,428.0,157.0,149.0,22.0,5.0,235.10000000000002,42.5448653563838,208.8,230.64166666666668,37.347474543748405
Duop Reath,POR,C,68.0,617.0,67.0,250.0,33.0,38.0,317.3,35.359113858936475,259.6,322.21352941176474,37.34397305523245
Luke Kennard,MEM,SG,39.0,429.0,136.0,113.0,20.0,2.0,223.6,42.337197032358326,214.3,221.7705882352941,36.91338514918996
Kevon Looney,GSW,C,74.0,334.0,133.0,419.0,28.0,29.0,249.70000000000002,39.435203053087136,252.1,242.18562500000002,36.81897749168542
Patrick Beverley,2TM,PG,73.0,451.0,212.0,239.0,43.0,31.0,278.00000000000006,37.003784472426524,251.4,280.24700000000007,36.59721831203693
Alec Burks,DET,SG,43.0,540.0,68.0,110.0,21.0,11.0,254.79999999999998,38.532711985166415,245.89999999999998,254.61999999999998,36.46739234883686
Gordon Hayward,2TM,SF,51.0,500.0,158.0,181.0,40.0,13.0,273.1,37.16033466100055,250.10000000000002,274.857,36.46733617079351
Cedi Osman,SAS,SF,72.0,489.0,119.0,180.0,36.0,11.0,260.1000000000001,38.35960261283699,237.45,251.17071428571435,36.28259373700952
Toumani Camara,POR,PF,70.0,527.0,87.0,343.0,66.0,33.0,306.70000000000005,33.47320159760889,285.6,310.55352941176477,36.266369535697535
Pat Connaughton,MIL,SF,76.0,428.0,161.0,239.0,40.0,19.0,257.1,38.370526866801924,237.70000000000002,248.73600000000002,36.18444391468666
Larry Nance Jr.,NOP,C,61.0,350.0,113.0,307.0,61.0,19.0,232.0,40.797773860587185,214.05,219.44785714285715,36.152866907862105
Josh Green,DAL,SG,57.0,469.0,130.0,184.0,47.0,9.0,256.0,37.836228901682375,242.30000000000004,253.63166666666666,35.99487179217127
James Wiseman,DET,C,63.0,446.0,54.0,336.0,12.0,39.0,261.5,37.31969189043649,244.85,261.99,35.99011768689975
Bilal Coulibaly,WAS,SF,63.0,532.0,110.0,256.0,57.0,48.0,296.5,34.03424206705802,272.75,298.30411764705883,35.93121340017186
Day'Ron Sharpe,BRK,C,61.0,415.0,85.0,389.0,24.0,44.0,267.59999999999997,36.313701154226365,260.59999999999997,260.7964285714285,35.81278753597184
Aaron Holiday,HOU,PG,78.0,514.0,140.0,123.0,42.0,6.0,263.00000000000006,37.211821824315074,227.29999999999998,253.96928571428577,35.51247689830312
Naji Marshall,NOP,SF,66.0,466.0,128.0,240.0,49.0,12.0,266.09999999999997,36.43134616593761,245.24999999999997,256.9578571428571,35.500847412646124
Kelly Olynyk,TOR,C,28.0,356.0,128.0,157.0,37.0,18.0,204.9,42.665980405669266,163.1,202.29619047619047,35.40068457181866
Immanuel Quickley,NYK,SG,30.0,450.0,74.0,77.0,16.0,3.0,212.10000000000002,40.95992648882276,206.0,202.85812500000003,35.366347981334336
Peyton Watson,DEN,SF,80.0,532.0,86.0,258.0,42.0,88.0,294.6,33.261715524866126,270.09999999999997,292.354375,35.281542540398114
Talen Horton-Tucker,UTA,PG,51.0,516.0,177.0,121.0,45.0,19.0,272.4,35.520619593609574,244.09999999999997,268.64437499999997,35.25778725468345
Julian Champagnie,SAS,SF,74.0,504.0,103.0,206.0,48.0,42.0,272.40000000000003,35.43772258892225,249.59999999999997,264.7007142857143,35.25319056582736
Shaedon Sharpe,POR,SG,32.0,510.0,94.0,160.0,28.0,12.0,258.8,36.22799173789751,245.6,257.8635294117647,35.219705517193155
Isaiah Jackson,IND,C,59.0,383.0,50.0,238.0,34.0,61.0,220.3,40.4090146216023,201.0,205.02857142857144,35.173159033078484
Cam Whitmore,HOU,SF,47.0,579.0,33.0,180.0,30.0,17.0,278.90000000000003,34.794558453354526,251.44999999999996,271.4592857142857,35.159801659140456
Moses Moody,GSW,SG,66.0,533.0,57.0,196.0,42.0,24.0,270.4,35.17926912972474,255.00000000000003,264.955625,35.154139235671494
Grant Williams,CHO,PF,29.0,402.0,93.0,149.0,20.0,12.0,212.4,40.93960174103742,183.04999999999998,209.71833333333333,35.03039349556571
Dennis Schröder,BRK,PG,29.0,424.0,175.0,102.0,17.0,9.0,227.60000000000002,39.10540889479263,209.99999999999997,216.79642857142858,34.91047719913195
Kris Dunn,UTA,PG,66.0,357.0,254.0,189.0,68.0,28.0,241.00000000000006,37.21038713538714,237.20000000000002,234.10437500000006,34.86589780985189
Lonnie Walker IV,BRK,SG,58.0,565.0,74.0,127.0,32.0,20.0,271.4,34.37263392316685,261.9,264.9764285714285,34.823205108496985
Dalano Banton,2TM,PG,54.0,557.0,127.0,178.0,33.0,20.0,289.1,33.4019079248457,241.00000000000003,292.45700000000005,34.68443226687904
Nicolas Batum,2TM,PF,60.0,320.0,128.0,248.0,48.0,38.0,211.8,39.77526573264526,200.1,207.42700000000002,34.6019824334009
Drew Eubanks,PHO,C,75.0,379.0,63.0,322.0,27.0,61.0,237.39999999999998,37.22358776874404,230.35,229.70125,34.591507146549695
Dalano Banton,POR,PG,30.0,501.0,108.0,143.0,28.0,17.0,255.1,36.43048343475322,212.3,253.7935294117647,34.56329423722413
Josh Richardson,MIA,SG,43.0,425.0,105.0,121.0,24.0,14.0,219.0,39.05395837344042,209.3,209.67,34.55039951849196
Amir Coffey,LAC,SF,70.0,463.0,76.0,148.0,41.0,14.0,235.5,37.76145132742586,214.39999999999998,223.64857142857142,34.47877652335366
De'Anthony Melton,PHI,SG,38.0,421.0,114.0,141.0,60.0,16.0,227.00000000000003,37.93150601831359,218.9,223.80210526315793,34.46022040987437
Trey Lyles,SAC,PF,58.0,419.0,72.0,257.0,17.0,19.0,237.00000000000003,37.25481724906996,218.14999999999998,226.81600000000003,34.327918267881884
Nicolas Batum,PHI,PF,57.0,312.0,123.0,241.0,45.0,34.0,205.50000000000003,39.91135208570329,193.95,200.15210526315792,34.306224687816666
Bruce Brown,IND,SG,33.0,398.0,100.0,154.0,35.0,8.0,214.30000000000004,39.22640395862516,202.40000000000003,198.42857142857147,34.24289348297025
Jeff Green,HOU,PF,78.0,509.0,70.0,178.0,16.0,31.0,257.90000000000003,35.489774011355145,222.85,248.35928571428576,34.18377913405371
OG Anunoby,TOR,SF,27.0,408.0,72.0,106.0,28.0,13.0,202.90000000000003,40.05630568175405,183.89999999999998,200.09619047619051,34.13964397592915
Vasilije Micić,2TM,PG,60.0,422.0,262.0,88.0,31.0,7.0,242.6,35.328660049627786,244.0,241.307,34.00656837972022
RJ Barrett,NYK,SG,26.0,474.0,63.0,111.0,12.0,9.0,226.50000000000003,37.32218421491741,216.60000000000002,218.69812500000003,33.96220452334018
Tre Mann,2TM,PG,41.0,382.0,165.0,149.0,51.0,3.0,221.00000000000003,38.05285270848965,200.9,217.54700000000003,33.95468108998584
Simone Fontecchio,UTA,SF,50.0,445.0,73.0,176.0,30.0,18.0,232.60000000000002,36.706968133038416,211.85000000000002,224.86437500000002,33.74270701827414
Goga Bitadze,ORL,C,62.0,311.0,79.0,286.0,32.0,72.0,207.8,38.117717178674596,205.35,196.65200000000002,33.44546445620432
Trendon Watford,BRK,PF,63.0,432.0,81.0,194.0,23.0,19.0,232.00000000000003,36.471296064418375,205.1,221.6364285714286,33.411138714476245
Jordan Hawkins,NOP,SG,67.0,524.0,70.0,148.0,19.0,7.0,255.8,33.56311973144526,242.90000000000003,245.62785714285715,33.309613260545
Buddy Hield,PHI,SG,32.0,390.0,97.0,102.0,27.0,11.0,199.6,38.705551981200685,192.1,193.66210526315788,33.30481757275659
Jaden Hardy,DAL,SG,73.0,530.0,109.0,131.0,22.0,4.0,262.59999999999997,32.62590723066678,251.70000000000002,260.89166666666665,33.30327754373913
Royce O'Neale,BRK,SF,49.0,364.0,137.0,221.0,32.0,29.0,223.29999999999998,36.784892760093804,206.70000000000002,212.06642857142856,33.27564989464852
Jonathan Isaac,ORL,PF,58.0,393.0,30.0,260.0,43.0,70.0,226.50000000000003,36.239942039306094,215.2,217.22200000000004,33.262254654088196
Haywood Highsmith,MIA,PF,66.0,405.0,70.0,210.0,53.0,30.0,226.3,36.53644298805243,204.8,217.70000000000002,33.24697934420285
Precious Achiuwa,NYK,PF,49.0,372.0,53.0,351.0,30.0,56.0,238.20000000000002,34.661895442338135,236.25,231.568125,33.20723435281737
Gradey Dick,TOR,SG,60.0,510.0,68.0,132.0,34.0,2.0,247.6,33.70122796508643,237.79999999999998,249.26619047619047,33.14977917993855
Gordon Hayward,CHO,SF,25.0,362.0,116.0,117.0,28.0,12.0,195.4,38.99212816812817,178.69999999999996,191.01833333333335,33.08294735335012
Joe Ingles,ORL,SF,68.0,296.0,203.0,142.0,43.0,5.0,192.20000000000002,39.312244002411674,179.54999999999998,179.49200000000002,33.04292961864678
Tre Mann,CHO,PG,28.0,333.0,145.0,125.0,48.0,3.0,192.30000000000004,39.22997093755882,175.5,187.60833333333338,33.03955472599713
Dyson Daniels,NOP,PG,61.0,354.0,164.0,236.0,85.0,25.0,232.60000000000002,35.595687649802485,206.4,220.10785714285717,32.90042008753577
Dwight Powell,DAL,C,63.0,208.0,84.0,214.0,26.0,20.0,147.4,43.15471957698467,141.6,134.17166666666668,32.87479205817993
Monte Morris,MIN,PG,27.0,137.0,61.0,45.0,18.0,8.0,78.6,49.97066322676615,72.6,53.66999999999999,32.80430460787233
Dennis Smith Jr.,BRK,PG,56.0,369.0,203.0,164.0,68.0,12.0,229.0,35.20199999817748,216.3,218.33642857142857,32.73560625116047
Daniel Theis,2TM,C,60.0,376.0,61.0,244.0,21.0,51.0,218.6,36.05931247692876,199.3,214.90699999999998,32.62621717603641
Daniel Theis,LAC,C,59.0,374.0,61.0,244.0,21.0,51.0,217.79999999999998,36.32778917043829,198.8,204.17857142857142,32.600203257995794
Delon Wright,2TM,PG,47.0,210.0,119.0,86.0,54.0,11.0,131.5,43.83240807104485,125.69999999999999,119.097,32.37109835352156
Kyle Lowry,MIA,PG,37.0,303.0,147.0,129.0,39.0,15.0,181.8,39.22807466557467,168.0,168.75,32.36112745989786
Gary Harris,ORL,SG,54.0,372.0,87.0,91.0,49.0,14.0,190.70000000000002,38.0611531986532,186.50000000000003,177.842,32.35938185420427
Nikola Jović,MIA,PF,46.0,352.0,90.0,192.0,25.0,14.0,201.10000000000002,37.442984470651574,181.29999999999998,189.98000000000002,32.323201418382055
Jaxson Hayes,LAL,C,70.0,303.0,33.0,211.0,34.0,29.0,176.3,39.71258182408836,161.84999999999997,157.57857142857142,32.2371359027032
Jose Alvarado,NOP,PG,56.0,397.0,117.0,128.0,59.0,15.0,215.20000000000002,36.2790803810817,186.10000000000002,200.96785714285716,32.22039109057762
Jordan McLaughlin,MIN,PG,56.0,195.0,110.0,72.0,35.0,7.0,118.60000000000001,44.92137835843205,113.9,97.67,32.171819233381584
Marvin Bagley III,WAS,C,24.0,318.0,28.0,194.0,15.0,19.0,175.00000000000003,39.59723799787975,155.7,164.65411764705885,32.12460705877386
Patrick Williams,CHI,PF,43.0,429.0,66.0,166.0,40.0,33.0,225.3,34.7322071352857,197.34999999999997,213.36285714285714,31.931425905556523
Vasilije Micić,CHO,PG,30.0,323.0,186.0,64.0,22.0,4.0,181.80000000000004,37.66509617269772,180.3,176.05833333333337,31.759808282109898
Keon Ellis,SAC,SG,57.0,310.0,85.0,124.0,51.0,29.0,173.8,38.65122679374264,166.5,157.29600000000002,31.62025094721682
Davion Mitchell,SAC,PG,72.0,379.0,134.0,95.0,17.0,3.0,199.4,36.43708122723073,178.8,185.45600000000002,31.561800913966692
Kenrich Williams,OKC,PF,69.0,325.0,93.0,209.0,38.0,9.0,195.10000000000002,36.68899052392628,179.3,178.3064285714286,31.51192736557273
Grant Williams,DAL,PF,47.0,382.0,81.0,169.0,24.0,27.0,207.9,35.0926404928787,183.9,200.72166666666666,31.282134610909267
Ochai Agbaji,2TM,SG,78.0,455.0,83.0,216.0,47.0,44.0,250.9,30.387833119303266,234.0,250.437,31.18090984578273
Cameron Payne,MIL,PG,47.0,291.0,109.0,62.0,22.0,3.0,153.10000000000002,40.018026837283756,139.6,134.336,31.090112152819337
Jaylin Williams,OKC,C,69.0,276.0,110.0,234.0,28.0,27.0,184.70000000000002,36.88645647680376,170.04999999999998,166.8664285714286,31.032749965213718
Monte Morris,2TM,PG,33.0,164.0,69.0,57.0,19.0,9.0,93.60000000000002,45.35144754435781,85.30000000000001,77.40700000000002,30.98018422382482
Garrison Mathews,ATL,SG,66.0,325.0,37.0,92.0,20.0,8.0,158.60000000000002,39.118650840869435,151.4,138.47928571428574,30.96679557083015
Killian Hayes,DET,PG,42.0,289.0,205.0,119.0,36.0,20.0,186.00000000000003,35.901711403350745,186.2,178.94000000000003,30.954507530327064
Jordan Goodwin,2TM,PG,57.0,368.0,155.0,253.0,48.0,18.0,235.40000000000003,31.93280946016379,204.3,233.38700000000003,30.919990112018958
Patrick Beverley,PHI,PG,47.0,294.0,144.0,145.0,24.0,18.0,179.60000000000002,36.773592571243974,164.50000000000003,171.6621052631579,30.806292104751474
Royce O'Neale,PHO,SF,30.0,244.0,82.0,156.0,27.0,15.0,149.4,39.60304173691417,138.55,132.90125,30.708635100477693
Scotty Pippen Jr.,MEM,PG,21.0,271.0,98.0,67.0,36.0,10.0,146.0,39.79861493522539,131.8,136.4105882352941,30.667885668868532
Matisse Thybulle,POR,SF,65.0,354.0,90.0,136.0,113.0,49.0,203.00000000000003,34.14794404799943,190.94999999999996,196.48352941176472,30.663483720719437
Dean Wade,CLE,PF,54.0,291.0,43.0,218.0,40.0,25.0,175.1,36.992361426258896,166.89999999999998,155.00153846153844,30.62669429151714
Christian Wood,LAL,PF,50.0,347.0,49.0,254.0,16.0,33.0,204.30000000000004,34.118659536541884,194.19999999999996,188.37857142857146,30.619035291222335
Bruce Brown,TOR,PG,34.0,328.0,92.0,130.0,24.0,9.0,178.90000000000003,36.767966751918166,151.5,173.6961904761905,30.570852325474068
Chris Boucher,TOR,PF,50.0,322.0,23.0,207.0,14.0,24.0,178.60000000000002,36.123771134550786,167.14999999999998,173.3661904761905,30.46564024799872
Malachi Flynn,3TM,PG,69.0,380.0,130.0,114.0,38.0,8.0,205.40000000000003,33.52556739960359,182.00000000000003,214.80500000000004,30.44974984986063
OG Anunoby,NYK,SF,23.0,325.0,35.0,102.0,40.0,23.0,163.70000000000002,37.835880404491036,149.45,149.61812500000002,30.447139894772516
Ziaire Williams,MEM,SF,51.0,420.0,75.0,180.0,36.0,9.0,223.5,31.83036887268253,204.3,221.6605882352941,30.393588551877652
Doug McDermott,2TM,SF,64.0,351.0,70.0,59.0,16.0,2.0,168.0,37.24742080721808,151.25,159.24699999999999,30.37436079863582
Chimezie Metu,2TM,C,51.0,332.0,46.0,194.0,43.0,16.0,186.70000000000002,35.61300782134424,161.65,179.817,30.34807033211957
Justin Holiday,DEN,SG,58.0,234.0,67.0,71.0,36.0,9.0,125.70000000000002,40.84014004950937,122.20000000000002,106.56437500000001,30.175844975133423
Jake LaRavia,MEM,PF,35.0,379.0,58.0,128.0,29.0,12.0,192.89999999999998,34.57197489193793,165.50000000000003,188.0005882352941,30.066511499401265
P.J. Washington,DAL,PF,29.0,339.0,44.0,179.0,34.0,27.0,186.3,34.876160095965474,169.45000000000002,176.96166666666667,29.999316414411442
Kyle Lowry,PHI,PG,23.0,184.0,106.0,65.0,20.0,6.0,110.4,41.819792241629074,106.69999999999999,95.54210526315791,29.93615955614372
Jae Crowder,MIL,PF,50.0,312.0,66.0,161.0,38.0,9.0,174.9,36.03999328295551,156.95000000000002,158.316,29.90978077958018
Mason Plumlee,LAC,C,46.0,244.0,55.0,234.0,14.0,17.0,158.5,37.246971398058356,153.34999999999997,138.94857142857143,29.880906971807786
David Roddy,2TM,PF,65.0,425.0,80.0,211.0,27.0,11.0,231.99999999999997,30.269611653489477,207.15,229.64699999999996,29.83358083787609
Torrey Craig,CHI,SF,53.0,303.0,58.0,217.0,30.0,21.0,181.3,35.092572088005575,167.65,164.96285714285716,29.795859319142085
Jordan Nwora,2TM,SF,52.0,364.0,62.0,149.0,26.0,13.0,191.70000000000002,33.925262254636785,174.8,185.317,29.783266885053955
David Roddy,MEM,PF,48.0,403.0,76.0,200.0,25.0,11.0,220.0,31.25540602362802,196.45,217.81058823529412,29.756785815962644
Jacob Gilyard,MEM,PG,37.0,173.0,131.0,43.0,27.0,5.0,107.2,41.42616542550281,111.80000000000001,93.73058823529412,29.690116091229743
John Konchar,MEM,SF,55.0,235.0,110.0,257.0,51.0,51.0,177.6,34.62278962754917,168.4,171.1705882352941,29.52834941565345
Bruno Fernando,ATL,C,45.0,282.0,46.0,193.0,25.0,28.0,165.90000000000003,36.22268403807751,150.89999999999998,146.50928571428574,29.51085671727548
Danilo Gallinari,3TM,SF,49.0,280.0,55.0,108.0,14.0,6.0,146.6,37.37303190322114,133.29999999999998,150.125,29.452999183978438
Craig Porter Jr.,CLE,PG,51.0,285.0,118.0,109.0,21.0,15.0,163.0,36.36497265095426,147.2,141.69153846153847,29.38457038310012
Markelle Fultz,ORL,PG,43.0,335.0,120.0,138.0,42.0,15.0,191.29999999999998,33.49945702259826,168.0,178.50199999999998,29.28809511646741
Marcus Smart,MEM,PG,20.0,289.0,86.0,53.0,41.0,5.0,148.0,37.23693789236634,131.0,138.61058823529413,29.191648269005103
Quentin Grimes,2TM,SG,51.0,359.0,66.0,100.0,35.0,7.0,180.99999999999997,33.61854922334185,174.49999999999997,173.54699999999997,29.15692386753074
Marvin Bagley III,DET,C,26.0,265.0,27.0,118.0,5.0,14.0,136.9,38.483173447030254,114.0,124.93,29.14770891273425
Kris Murray,POR,SF,62.0,376.0,80.0,224.0,53.0,21.0,218.60000000000002,30.207315609218856,202.45,213.64352941176472,29.1427984034183
Jock Landale,HOU,C,56.0,274.0,65.0,172.0,20.0,33.0,162.3,35.97274311898673,144.45,143.19928571428574,29.101708517380274
Jacob Gilyard,2TM,PG,41.0,173.0,137.0,46.0,33.0,5.0,109.60000000000001,40.13314233913728,115.1,95.007,29.051267672470008
Bol Bol,PHO,PF,43.0,223.0,17.0,137.0,10.0,25.0,123.50000000000001,39.31624287849071,115.29999999999998,104.41125000000001,29.04241185850282
Blake Wesley,SAS,SG,61.0,268.0,166.0,94.0,29.0,9.0,163.00000000000003,35.390190836640066,156.50000000000003,144.36071428571432,29.01230662352883
