Player,Team,Pos,G,PTS,AST,TRB,STL,BLK,MVP_Score_Basic,MVP_Score_Advanced,MVP_Score_Position,MVP_Score_Team_Impact,MVP_Score_Composite
Jared Butler,WAS,SG,40.0,251.0,126.0,58.0,29.0,8.0,140.90000000000003,37.24581422192563,138.00000000000003,127.14411764705886,28.985537109078507
Taylor Hendricks,UTA,PF,40.0,292.0,32.0,185.0,28.0,30.0,166.00000000000003,34.991866366739764,155.2,151.60437500000003,28.92850422154399
Quentin Grimes,NYK,SG,45.0,327.0,52.0,88.0,30.0,3.0,162.10000000000002,35.18701754385965,156.30000000000004,147.85812500000003,28.91588863573607
Doug McDermott,SAS,SF,46.0,276.0,57.0,48.0,11.0,2.0,132.7,38.22076286290512,119.45,111.03071428571428,28.784010687883352
Cameron Payne,PHI,PG,31.0,287.0,96.0,55.0,20.0,8.0,147.8,36.453979837111476,132.8,136.6821052631579,28.72065149933635
Anthony Black,ORL,PG,69.0,316.0,91.0,139.0,35.0,21.0,178.0,33.603979385032396,150.7,163.87199999999999,28.483067452302784
Gary Payton II,GSW,SG,44.0,240.0,48.0,113.0,39.0,18.0,133.9,37.322336962954196,126.49999999999999,114.805625,28.461050221820035
Mo Bamba,PHI,C,57.0,253.0,41.0,238.0,22.0,60.0,165.2,33.51228070175438,166.74999999999997,155.82210526315788,28.29797482391709
Landry Shamet,WAS,SG,46.0,327.0,54.0,62.0,25.0,10.0,157.50000000000003,34.39448696887676,153.8,145.40411764705885,28.242620153299967
Delon Wright,WAS,PG,33.0,134.0,82.0,59.0,35.0,8.0,86.1,41.055978304865214,83.2,66.86411764705882,28.01434488971308
Thaddeus Young,TOR,PF,23.0,114.0,50.0,75.0,18.0,3.0,72.69999999999999,42.23933774335199,66.44999999999999,56.876190476190466,27.93557793955224
Josh Okogie,PHO,SG,60.0,277.0,64.0,154.0,48.0,24.0,161.60000000000002,33.57813080299688,151.0,146.32125000000002,27.812153021005074
Bryce McGowens,CHO,SG,59.0,302.0,51.0,102.0,21.0,10.0,154.5,33.93110893511951,146.39999999999998,146.02833333333334,27.759912750155113
A.J. Green,MIL,SG,56.0,252.0,30.0,64.0,9.0,4.0,120.90000000000002,37.40404957637782,115.40000000000002,98.91600000000003,27.74784649024207
Dāvis Bertāns,2TM,PF,43.0,290.0,35.0,61.0,26.0,12.0,138.99999999999997,35.792959436141025,114.94999999999999,127.34699999999998,27.632704841206564
Marcus Morris,2TM,PF,49.0,316.0,36.0,134.0,15.0,13.0,163.20000000000002,33.247207571030444,143.85,153.967,27.630368686771476
Xavier Tillman Sr.,2TM,PF,54.0,284.0,77.0,211.0,51.0,44.0,180.7,31.14266949673926,171.75,173.21699999999998,27.60188668689112
Thomas Bryant,MIA,C,38.0,217.0,23.0,141.0,10.0,16.0,122.2,37.023382601418035,110.39999999999999,103.19,27.519411007741926
Jordan Nwora,TOR,SF,34.0,270.0,44.0,116.0,20.0,12.0,143.2,34.63950462467984,130.7,134.42619047619047,27.442432349401297
Jevon Carter,CHI,PG,72.0,357.0,94.0,60.0,37.0,16.0,178.9,31.630610621760642,155.99999999999997,162.32285714285715,27.3936977482226
Thaddeus Young,2TM,PF,33.0,137.0,57.0,103.0,23.0,5.0,89.60000000000001,39.605501348564175,83.6,73.007,27.32492696330691
Jae'Sean Tate,HOU,SF,65.0,265.0,64.0,197.0,42.0,15.0,163.89999999999998,32.648733794813026,152.75,144.9592857142857,27.32159686030967
Maxi Kleber,DAL,C,43.0,191.0,68.0,143.0,17.0,30.0,123.3,36.061781960410286,112.94999999999999,107.66166666666666,27.08145516657656
Neemias Queta,BOS,C,28.0,154.0,20.0,122.0,13.0,21.0,93.39999999999999,39.051920809589305,89.1,65.69071428571428,27.08000512617002
Max Christie,LAL,SG,67.0,284.0,60.0,142.0,20.0,17.0,157.7,32.697974299380455,145.5,137.1185714285714,26.94688728717479
Ben Sheppard,IND,SG,57.0,252.0,53.0,89.0,33.0,2.0,132.70000000000002,34.98047183963902,127.10000000000001,108.66857142857144,26.941930973857353
Jericho Sims,NYK,C,45.0,92.0,25.0,147.0,8.0,19.0,73.9,39.5913215454984,82.1,50.838125000000005,26.575940497931395
Patrick Beverley,MIL,PG,26.0,157.0,68.0,94.0,19.0,13.0,98.4,37.80107829853627,86.90000000000002,74.166,26.533019842551376
Spencer Dinwiddie,LAL,PG,28.0,191.0,68.0,47.0,13.0,13.0,102.0,37.25102614665498,91.8,75.84857142857142,26.407124800448102
Lindy Waters III,OKC,SG,38.0,137.0,24.0,40.0,5.0,7.0,68.80000000000001,40.31821128909229,65.30000000000001,39.37642857142858,26.402693457026263
Richaun Holmes,2TM,C,40.0,199.0,25.0,182.0,11.0,19.0,124.0,34.55210877862596,121.24999999999999,110.847,26.39299871327735
Vit Krejci,ATL,PG,22.0,135.0,50.0,52.0,13.0,6.0,76.3,39.68544189618833,67.6,47.94928571428571,26.37535678853822
Mitchell Robinson,NYK,C,31.0,173.0,18.0,263.0,37.0,35.0,132.6,33.129286726124185,147.7,115.408125,26.31261865210227
Tari Eason,HOU,PF,22.0,215.0,27.0,153.0,31.0,19.0,127.0,34.327063934493175,120.39999999999998,104.36928571428571,26.219069556065637
Ochai Agbaji,UTA,SG,51.0,274.0,47.0,126.0,27.0,29.0,149.8,31.971405427958615,139.90000000000003,133.784375,26.16112745204829
Caleb Houstan,ORL,SF,59.0,253.0,29.0,84.0,15.0,4.0,125.7,34.440926851527834,113.8,106.342,26.160611320470053
Bismack Biyombo,2TM,C,40.0,174.0,53.0,209.0,11.0,37.0,126.80000000000003,33.591904531848265,131.75,113.92700000000002,26.126738437506468
Sandro Mamukelashvili,SAS,C,46.0,190.0,49.0,147.0,7.0,12.0,117.10000000000001,35.24014371668014,107.19999999999999,93.87071428571429,26.12255667529352
Bojan Bogdanović,NYK,SF,29.0,303.0,26.0,58.0,7.0,1.0,138.79999999999998,33.107508772807215,123.99999999999999,122.22812499999998,26.10546664086882
Danilo Gallinari,WAS,PF,26.0,181.0,31.0,76.0,6.0,3.0,94.7,37.196579878615346,82.8,76.32411764705883,26.033078281859176
Dāvis Bertāns,CHO,PF,28.0,246.0,26.0,51.0,23.0,9.0,117.00000000000001,35.15737457141681,96.64999999999999,104.77833333333335,26.03277189100454
Omer Yurtseven,UTA,C,48.0,222.0,29.0,208.0,8.0,18.0,138.80000000000004,32.48711193861794,136.1,121.68437500000005,25.951861995835884
Marcus Morris,PHI,PF,37.0,247.0,26.0,109.0,13.0,11.0,128.20000000000002,33.72763624881901,113.64999999999999,115.1221052631579,25.91929672593648
Ricky Council IV,PHI,SG,32.0,173.0,16.0,46.0,8.0,1.0,82.5,37.86022569929256,78.69999999999999,64.8521052631579,25.887166326178363
Bismack Biyombo,MEM,C,30.0,156.0,51.0,191.0,10.0,34.0,115.20000000000002,34.28957737608556,119.94999999999999,102.53058823529413,25.872002684779034
Derrick Rose,MEM,PG,24.0,191.0,78.0,45.0,8.0,2.0,102.0,35.885286635006786,94.0,88.01058823529412,25.806025672566907
Nick Smith Jr.,CHO,SG,51.0,302.0,59.0,72.0,10.0,7.0,148.70000000000002,31.168722969566712,142.5,139.64833333333334,25.786562207380385
KJ Martin,2TM,SF,60.0,224.0,51.0,131.0,22.0,12.0,129.4,33.238457322420345,119.3,116.787,25.785191332438767
Dominick Barlow,SAS,PF,33.0,144.0,36.0,113.0,12.0,14.0,90.00000000000001,37.144226567469644,85.8,64.0607142857143,25.761662264496632
KJ Martin,PHI,SF,58.0,214.0,50.0,128.0,20.0,11.0,124.30000000000001,33.66077888886367,114.6,110.8321052631579,25.738028721658406
Jalen Wilson,BRK,PF,43.0,214.0,45.0,131.0,11.0,4.0,122.30000000000001,33.99971216202967,111.94999999999999,100.96642857142858,25.69731416562702
Troy Brown Jr.,2TM,SF,59.0,247.0,60.0,144.0,24.0,3.0,142.30000000000004,31.611397361118218,131.15,130.97700000000003,25.55432803516856
Lamar Stevens,2TM,PF,38.0,272.0,28.0,127.0,23.0,22.0,144.3,31.497328831633226,129.5,133.17700000000002,25.536031169832288
Alex Len,SAC,C,48.0,120.0,50.0,128.0,11.0,33.0,87.99999999999999,36.59487149903729,88.6,62.91599999999998,25.417725310987112
Trey Jemison,MEM,C,23.0,171.0,27.0,133.0,12.0,28.0,104.4,34.895954903700606,99.6,90.65058823529412,25.413577907406882
Cody Martin,CHO,SF,28.0,211.0,104.0,109.0,32.0,18.0,132.0,32.128183109539854,123.04999999999998,121.27833333333334,25.31732415872661
Bones Hyland,LAC,PG,37.0,256.0,93.0,55.0,26.0,4.0,135.0,32.07151563328034,122.5,113.09857142857143,25.225270982188047
Trey Jemison,2TM,C,25.0,171.0,27.0,134.0,12.0,28.0,104.60000000000001,34.520489795918365,99.94999999999999,89.507,25.18204751386478
Sasha Vezenkov,SAC,PF,42.0,225.0,19.0,96.0,20.0,7.0,115.7,33.89919992288414,102.19999999999999,93.386,25.179366037854532
Chimezie Metu,PHO,C,37.0,185.0,19.0,110.0,19.0,9.0,102.60000000000001,34.96273483106681,89.85000000000001,81.42125,25.08946813885225
MarJon Beauchamp,MIL,SF,48.0,211.0,31.0,99.0,13.0,7.0,112.4,33.95010334551048,102.5,89.566,25.078401201918528
DeAndre Jordan,DEN,C,36.0,142.0,26.0,157.0,6.0,16.0,95.6,35.18036833256915,97.35,73.454375,25.072705987567815
Oshae Brissett,BOS,SF,55.0,201.0,44.0,160.0,19.0,8.0,123.9,32.81482823775352,114.79999999999998,99.24071428571429,25.05112054327225
Tristan Thompson,CLE,C,49.0,161.0,51.0,174.0,12.0,14.0,112.00000000000001,33.74396210891972,110.35,85.59153846153848,25.03362989300019
Kevin Knox,DET,SF,31.0,223.0,23.0,75.0,13.0,7.0,110.8,33.74200538074011,100.3,96.22,24.970881477704246
Keita Bates-Diop,2TM,SF,53.0,197.0,38.0,110.0,25.0,22.0,113.10000000000001,33.43062314879968,104.49999999999999,98.857,24.957820571490558
Johnny Juzang,UTA,SG,20.0,144.0,23.0,36.0,4.0,2.0,70.00000000000001,37.47494982290437,66.8,46.00437500000001,24.84614647430916
Cam Reddish,LAL,SF,48.0,260.0,48.0,99.0,47.0,14.0,139.5,30.90267302917443,128.85,117.09857142857143,24.810371371010028
Precious Achiuwa,TOR,C,25.0,193.0,44.0,136.0,16.0,12.0,116.0,32.874866440294284,104.05,104.50619047619047,24.769199491465947
Jarred Vanderbilt,LAL,PF,29.0,150.0,36.0,138.0,36.0,5.0,98.9,34.57825227866658,96.14999999999999,72.43857142857144,24.75323834481134
Brice Sensabaugh,UTA,SF,32.0,241.0,55.0,102.0,13.0,6.0,129.70000000000002,31.579501355702423,118.3,111.67437500000001,24.699034686743946
Troy Brown Jr.,MIN,SF,37.0,154.0,35.0,72.0,8.0,2.0,84.0,35.94717875770507,76.7,59.61,24.656604224493087
Svi Mykhailiuk,BOS,SF,41.0,162.0,35.0,51.0,11.0,1.0,83.19999999999999,35.99056067959614,75.64999999999999,54.47071428571427,24.567342543208674
Noah Clowney,BRK,PF,23.0,133.0,18.0,81.0,8.0,16.0,75.39999999999999,36.587112093670676,70.10000000000001,49.37642857142856,24.555727147680408
Seth Curry,2TM,SG,44.0,226.0,44.0,68.0,22.0,6.0,115.60000000000001,32.38075596063558,111.0,101.607,24.54995465735088
JaVale McGee,SAC,C,46.0,185.0,17.0,126.0,14.0,20.0,106.00000000000001,33.56088838697534,97.75,82.71600000000001,24.496527201677072
Eugene Omoruyi,WAS,SF,43.0,207.0,35.0,85.0,27.0,5.0,110.00000000000001,32.98480285883173,100.99999999999999,93.15411764705884,24.463154410970752
Jordan Goodwin,PHO,PG,40.0,198.0,78.0,117.0,23.0,9.0,121.40000000000002,32.14215396578538,105.5,102.10125000000002,24.451881608175864
Robert Covington,2TM,PF,29.0,127.0,24.0,97.0,39.0,18.0,80.70000000000002,35.61650282314983,77.4,63.21700000000001,24.443244568109712
Gordon Hayward,OKC,SF,26.0,138.0,42.0,64.0,12.0,1.0,77.7,36.06618782321933,71.39999999999999,49.16642857142857,24.31971311005676
Dalen Terry,CHI,SG,59.0,180.0,81.0,113.0,27.0,18.0,115.30000000000001,32.35923889623452,106.7,92.36285714285715,24.311880712497874
Keita Bates-Diop,PHO,SF,39.0,174.0,34.0,101.0,22.0,20.0,100.80000000000001,33.49237236473126,93.2,79.44125000000001,24.193802454852353
Malachi Flynn,DET,PG,24.0,192.0,51.0,43.0,19.0,2.0,97.70000000000002,33.83420417858977,84.4,81.81000000000002,24.192966990826562
Malachi Flynn,TOR,PG,31.0,157.0,73.0,65.0,18.0,6.0,92.8,33.911113169460016,85.2,78.98619047619047,24.092659802155485
JT Thor,CHO,PF,63.0,199.0,29.0,146.0,11.0,27.0,118.4,31.30792202525779,112.99999999999999,106.31833333333334,24.079801901189416
Matt Ryan,NOP,SF,28.0,152.0,18.0,40.0,6.0,1.0,73.1,36.061324509662875,65.8,44.657857142857125,24.031966994878264
Chris Duarte,SAC,SF,59.0,230.0,44.0,106.0,28.0,8.0,125.6,30.840636328834425,115.5,104.27599999999998,23.991533958415918
Shake Milton,3TM,SG,48.0,216.0,60.0,75.0,19.0,6.0,115.9,30.93743612239872,110.3,116.355,23.893074107062606
Stanley Umude,DET,SG,24.0,127.0,11.0,51.0,8.0,7.0,64.70000000000002,36.29236677542143,60.40000000000001,45.51000000000002,23.87633756683364
Andre Jackson Jr.,MIL,SG,57.0,125.0,50.0,113.0,16.0,6.0,84.79999999999998,34.67753113493254,75.1,59.20599999999998,23.875467496119903
Skylar Mays,2TM,SG,38.0,155.0,85.0,43.0,21.0,4.0,90.1,33.65025466116035,87.9,73.55699999999999,23.840065846209665
Gui Santos,GSW,PF,23.0,82.0,14.0,49.0,4.0,2.0,46.00000000000001,38.16267327283861,42.099999999999994,18.115625000000005,23.79485443701587
Xavier Tillman Sr.,BOS,PF,20.0,80.0,20.0,54.0,9.0,9.0,48.599999999999994,37.89860644663192,45.45,16.410714285714278,23.737387558357927
Xavier Tillman Sr.,MEM,C,34.0,204.0,57.0,157.0,42.0,35.0,132.10000000000002,29.459459144126775,122.5,121.12058823529414,23.699956065833362
Robert Covington,PHI,SF,26.0,118.0,17.0,89.0,33.0,16.0,73.3,35.08870697736708,69.05,54.73210526315789,23.66141077181438
Leaky Black,CHO,SF,26.0,69.0,24.0,48.0,8.0,11.0,43.900000000000006,37.89592600232532,40.85,24.368333333333332,23.65174656978404
Evan Fournier,DET,SG,29.0,208.0,45.0,54.0,25.0,7.0,106.2,31.745281830150994,103.30000000000001,91.16,23.637553054520527
Javon Freeman-Liberty,TOR,PG,22.0,153.0,40.0,70.0,10.0,4.0,84.60000000000001,34.0182482277448,70.30000000000001,69.96619047619049,23.542243340306783
Damian Jones,CLE,C,39.0,107.0,15.0,62.0,7.0,13.0,60.2,36.49562766135884,53.550000000000004,28.611538461538466,23.50955106285092
Evan Fournier,2TM,SG,32.0,220.0,48.0,58.0,29.0,7.0,112.8,30.842315007446533,109.89999999999999,98.52699999999999,23.488678225363508
Skylar Mays,POR,PG,21.0,133.0,75.0,37.0,14.0,3.0,77.30000000000001,34.292969294283274,75.30000000000001,58.21352941176471,23.449403520060173
Jontay Porter,TOR,PF,26.0,115.0,60.0,82.0,20.0,20.0,78.4,34.05215226160544,73.1,63.14619047619048,23.362804022974792
Anthony Gill,WAS,PF,50.0,189.0,34.0,94.0,13.0,11.0,103.6,31.621352441613585,92.95,86.11411764705882,23.229587626056546
Orlando Robinson,MIA,C,36.0,99.0,34.0,84.0,7.0,8.0,64.7,35.10516892129923,59.9,39.94,23.06959100464155
Lester Quiñones,GSW,SG,37.0,164.0,36.0,72.0,6.0,2.0,88.00000000000001,32.8703377675282,81.40000000000002,64.31562500000001,23.059802323828322
Zeke Nnaji,DEN,PF,58.0,186.0,32.0,126.0,15.0,38.0,111.30000000000001,30.45040995013531,105.6,90.72437500000001,23.019506074554762
Danuel House Jr.,PHI,SF,34.0,144.0,28.0,58.0,15.0,5.0,76.80000000000001,33.6330452589851,70.35,58.58210526315791,22.951917701308282
Julian Strawther,DEN,SF,50.0,227.0,47.0,61.0,17.0,7.0,114.80000000000003,30.116014145872235,104.3,94.57437500000002,22.936242919841057
Aleksej Pokusevski,2TM,PF,28.0,146.0,35.0,89.0,15.0,13.0,86.0,32.62465272069703,79.2,69.047,22.891418988571438
Nassir Little,PHO,SF,45.0,152.0,21.0,75.0,10.0,10.0,82.0,33.09112449799196,74.9,58.76124999999999,22.84124672030572
Ish Smith,CHO,PG,43.0,139.0,145.0,76.0,17.0,4.0,101.9,30.169787918311577,109.39999999999999,88.16833333333334,22.654251467427436
Patrick Baldwin Jr.,WAS,SF,38.0,168.0,29.0,123.0,18.0,15.0,100.89999999999999,30.473970142305323,93.39999999999999,83.1441176470588,22.437095199496298
Jay Huff,DEN,C,20.0,23.0,2.0,11.0,2.0,3.0,12.3,38.77156801007556,10.65,-18.175624999999997,22.207177405837058
Shake Milton,MIN,SG,38.0,178.0,50.0,51.0,16.0,5.0,93.5,30.550818234950317,90.0,70.06,22.044642497130535
Jarace Walker,IND,PF,33.0,120.0,40.0,63.0,15.0,11.0,71.19999999999999,32.8058344058344,64.05,41.01857142857142,21.938181711291755
Ousmane Dieng,OKC,PF,33.0,133.0,37.0,51.0,8.0,5.0,72.1,32.76312605902983,62.29999999999999,43.00642857142856,21.930912322493107
Kenneth Lofton Jr.,3TM,PF,21.0,96.0,33.0,38.0,6.0,5.0,53.70000000000001,33.64077434193713,46.5,47.93500000000001,21.78420495142315
Collin Gillespie,DEN,PG,24.0,87.0,27.0,21.0,13.0,0.0,45.7,34.660265212708666,40.3,18.564375,21.651060589641073
Devonte' Graham,SAS,PG,23.0,114.0,49.0,36.0,9.0,2.0,63.70000000000001,32.84669696908615,58.5,35.1307142857143,21.58753291697752
Kessler Edwards,SAC,SF,54.0,93.0,15.0,42.0,10.0,4.0,50.0,33.901167640418464,45.849999999999994,21.115999999999996,21.44151532773881
Jeremiah Robinson-Earl,NOP,PF,39.0,115.0,21.0,76.0,10.0,4.0,66.80000000000001,32.23812132940502,62.050000000000004,37.72785714285715,21.40224171619196
Seth Curry,DAL,SG,36.0,154.0,30.0,52.0,17.0,3.0,80.0,30.68374144650035,76.5,60.031666666666666,21.391504607206528
Reggie Bullock,HOU,SF,44.0,96.0,15.0,73.0,12.0,5.0,57.70000000000001,33.05867242291915,53.49999999999999,28.13928571428572,21.37068506957709
Ochai Agbaji,TOR,SG,27.0,181.0,36.0,90.0,20.0,15.0,101.10000000000001,28.44162106268049,94.10000000000001,88.11619047619048,21.304837404481308
Mike Muscala,3TM,C,53.0,157.0,36.0,125.0,9.0,13.0,97.2,28.35324011533946,90.3,95.785,21.197973253455775
Josh Minott,MIN,SF,32.0,50.0,8.0,17.0,5.0,5.0,26.0,35.72916469006958,23.75,-4.190000000000005,21.16410429361811
Jaden Springer,2TM,SG,49.0,163.0,44.0,78.0,36.0,15.0,94.69999999999999,28.802924908550636,90.5,78.61699999999999,21.157417499156427
Wesley Matthews,ATL,SG,36.0,110.0,23.0,53.0,16.0,11.0,61.900000000000006,32.276847547622,58.20000000000001,32.10928571428572,21.149965807064174
Olivier-Maxence Prosper,DAL,PF,40.0,121.0,22.0,79.0,7.0,4.0,69.70000000000002,31.294593985578498,64.6,48.70166666666668,21.115401514147205
Richaun Holmes,DAL,C,23.0,78.0,15.0,78.0,3.0,9.0,51.0,32.96374256509585,50.699999999999996,28.131666666666664,21.096646840476424
Vasilije Micić,OKC,PG,30.0,99.0,76.0,24.0,9.0,3.0,60.800000000000004,31.96442028985507,63.699999999999996,30.576428571428572,21.01588064487375
Rayan Rupert,POR,SG,39.0,155.0,62.0,92.0,12.0,3.0,94.30000000000001,28.70278771615981,86.30000000000001,76.91352941176471,20.982971862007773
Braxton Key,DEN,SF,20.0,22.0,9.0,18.0,2.0,1.0,14.5,36.49561890838207,13.5,-15.755625000000006,20.97994587757332
Trent Forrest,ATL,SG,38.0,83.0,92.0,51.0,11.0,3.0,63.20000000000001,31.723322488617935,59.20000000000001,33.53928571428572,20.8884474387623
Johnny Davis,WAS,SG,50.0,152.0,32.0,72.0,18.0,10.0,84.4,29.231309952080004,79.0,64.99411764705883,20.745055560332645
Ibou Badji,POR,C,22.0,34.0,13.0,51.0,3.0,20.0,28.700000000000006,34.04017595307918,32.8,4.75352941176471,20.51592122114911
A.J. Lawson,DAL,SG,42.0,136.0,20.0,50.0,10.0,3.0,69.7,30.118540631627884,65.7,48.70166666666667,20.42790848864464
Saben Lee,PHO,PG,24.0,71.0,30.0,31.0,7.0,3.0,41.60000000000001,32.912698632668146,37.4,14.321250000000006,20.380901243443866
Luka Šamanić,UTA,PF,43.0,177.0,19.0,102.0,5.0,7.0,96.2,27.59182268719566,88.1,74.824375,20.363470569579146
Furkan Korkmaz,PHI,SG,35.0,88.0,25.0,30.0,14.0,3.0,47.9,31.767422200441068,46.3,26.79210526315789,20.19760378752212
Cody Zeller,NOP,C,43.0,76.0,39.0,112.0,9.0,5.0,62.00000000000001,30.12325136520859,63.8,32.447857142857146,19.966057534754587
Jaden Springer,PHI,SG,32.0,128.0,35.0,58.0,25.0,11.0,73.4,28.808418780919908,70.1,54.842105263157904,19.903258367392674
Jalen Pickett,DEN,SG,27.0,42.0,21.0,14.0,4.0,0.0,24.2,33.62106355539435,23.2,-5.085625,19.826927359389906
Luka Garza,MIN,C,25.0,99.0,4.0,31.0,4.0,1.0,47.1,31.615926910299002,36.45,19.020000000000003,19.78619333581377
Jamal Cain,MIA,PF,26.0,97.0,10.0,37.0,10.0,5.0,49.7,31.17695568445119,43.449999999999996,23.439999999999994,19.78278394097614
Kobe Brown,LAC,PF,44.0,89.0,25.0,62.0,12.0,6.0,54.800000000000004,30.655561779769528,51.15,24.87857142857143,19.760022093487635
Garrett Temple,TOR,SG,27.0,88.0,28.0,45.0,12.0,3.0,51.300000000000004,30.61346309813463,48.0,33.33619047619048,19.71473746905646
Patty Mills,2TM,PG,32.0,127.0,34.0,35.0,20.0,1.0,66.7,29.31214848351001,57.300000000000004,47.817,19.697471572550477
Cory Joseph,GSW,PG,26.0,63.0,42.0,30.0,4.0,3.0,40.3,31.450581395348834,39.4,11.845624999999991,19.469664926186653
Jeenathan Williams,HOU,SG,22.0,63.0,7.0,23.0,4.0,1.0,31.700000000000003,32.37996802192782,29.800000000000004,-0.46071428571428896,19.455899069892112
Brandon Boston Jr.,LAC,SF,32.0,167.0,13.0,52.0,11.0,8.0,81.69999999999999,27.138963081130353,73.9,54.46857142857141,19.167146322124722
P.J. Tucker,2TM,PF,31.0,52.0,16.0,85.0,16.0,7.0,43.300000000000004,30.225520104370084,46.15,22.077,19.083905454631054
Mike Muscala,WAS,C,24.0,95.0,22.0,75.0,5.0,7.0,58.6,28.91628016591252,54.2,36.614117647058826,19.03669395011848
Isaiah Livers,DET,PF,23.0,114.0,25.0,48.0,13.0,5.0,62.0,28.442059228047466,54.39999999999999,42.54,18.9257548834047
P.J. Tucker,LAC,PF,28.0,46.0,16.0,71.0,13.0,5.0,37.6,30.688002714038987,39.55,5.958571428571428,18.860101765855838
Terry Taylor,CHI,PF,31.0,46.0,10.0,37.0,5.0,2.0,28.500000000000004,31.273911681803945,27.2,-3.1171428571428557,18.623211448750993
Julian Phillips,CHI,SF,40.0,89.0,13.0,36.0,7.0,7.0,46.80000000000001,29.50470946579194,42.7,17.012857142857147,18.595569433177445
Kira Lewis Jr.,3TM,PG,28.0,89.0,37.0,26.0,9.0,2.0,49.300000000000004,28.674603174603174,45.2,43.095000000000006,18.5897716154286
Jalen McDaniels,TOR,SF,50.0,169.0,37.0,79.0,19.0,6.0,93.30000000000001,24.702741357202125,85.79999999999998,79.53619047619048,18.57902068231457
Alec Burks,NYK,SG,23.0,149.0,20.0,40.0,7.0,1.0,72.39999999999999,26.203883629984706,69.1,49.188124999999985,18.207844043215985
Yuta Watanabe,PHO,SF,29.0,104.0,10.0,45.0,9.0,7.0,54.2,27.979892236484528,49.45,28.181250000000002,18.150848982428318
Chuma Okeke,ORL,SF,47.0,107.0,20.0,80.0,9.0,7.0,64.4,26.875300090528523,59.5,38.912000000000006,18.083442531818754
Yuta Watanabe,2TM,SF,34.0,117.0,15.0,54.0,12.0,7.0,62.500000000000014,26.87628194134797,57.25,43.19700000000001,18.05850580902837
Troy Brown Jr.,DET,SF,22.0,93.0,25.0,72.0,16.0,1.0,58.300000000000004,26.62956650679164,54.449999999999996,38.47,17.684445252500108
Moses Brown,POR,C,22.0,75.0,7.0,86.0,5.0,7.0,49.8,27.11858565307192,51.55,27.9635294117647,17.560830433131894
Dalano Banton,BOS,PG,24.0,56.0,19.0,35.0,5.0,3.0,34.0,28.20550002533698,28.700000000000003,0.3507142857142824,16.989582121170656
Chris Livingston,MIL,SF,21.0,26.0,5.0,21.0,2.0,0.0,15.8,29.725949975949977,14.600000000000001,-16.694000000000006,16.94189277334125
Onuralp Bitim,CHI,SG,23.0,80.0,13.0,32.0,3.0,2.0,41.5,27.224188164302152,38.60000000000001,11.182857142857134,16.929003637322435
Harry Giles,2TM,C,23.0,56.0,6.0,30.0,2.0,3.0,30.1,28.03991385498923,25.950000000000003,7.556999999999999,16.849172234430885
Markieff Morris,DAL,PF,26.0,66.0,16.0,39.0,5.0,3.0,38.2,27.192486279292623,34.85,14.05166666666667,16.80090126844767
Thanasis Antetokounmpo,MIL,PF,34.0,32.0,17.0,13.0,7.0,4.0,19.900000000000002,28.736637712079652,17.349999999999998,-12.183999999999994,16.565012624515965
Nathan Mensah,CHO,C,25.0,33.0,9.0,65.0,6.0,14.0,30.0,27.14166346153846,35.699999999999996,9.07833333333333,16.51205128062055
Taj Gibson,2TM,PF,20.0,34.0,11.0,37.0,3.0,7.0,24.200000000000003,27.258448609644493,24.3,1.0670000000000002,16.10707067294929
Colby Jones,SAC,SG,30.0,64.0,20.0,40.0,7.0,5.0,38.800000000000004,25.95341004986574,35.5,8.796,16.003921802798722
Justin Minaya,POR,SF,34.0,61.0,21.0,56.0,9.0,10.0,41.7,24.92896055292307,39.1,19.053529411764703,15.677544119904773
Wendell Moore Jr.,MIN,SG,25.0,18.0,6.0,12.0,5.0,1.0,11.4,27.831999999999997,10.700000000000001,-20.25,15.567554894437563
Admiral Schofield,ORL,PF,23.0,26.0,7.0,17.0,1.0,0.0,15.3,27.138793995859213,14.049999999999999,-15.098000000000003,15.384900007543088
Jerome Robinson,GSW,SG,22.0,31.0,5.0,6.0,1.0,3.0,15.000000000000002,24.43703312191684,14.5,-15.984375000000005,13.745915806169531
AJ Griffin,ATL,SF,20.0,48.0,5.0,18.0,1.0,2.0,24.100000000000005,21.292580576759963,21.749999999999996,-9.470714285714283,12.308026633886904
Jalen Hood-Schifino,LAL,SG,21.0,34.0,8.0,13.0,3.0,2.0,18.3,18.20878031510002,17.3,-16.22142857142857,10.125270068367461
Maxwell Lewis,LAL,SF,34.0,11.0,6.0,4.0,2.0,1.0,6.7,13.60140350372798,6.249999999999999,-28.981428571428584,6.669776766586559
Ryan Arcidiacono,NYK,PG,20.0,0.0,4.0,8.0,2.0,0.0,2.6000000000000005,2.8066666666666666,2.6000000000000005,-27.591875000000005,0.02055335084462929
